,k,mean_accuracy,std_accuracy,mean_f1_score,std_f1_score
0,1.0,0.5394366145133972,0.028673115582507614,0.5542465806007385,0.03455329780416711
1,2.0,0.6881773352622986,0.05335795509641262,0.6966401815414429,0.05977018431199265
2,3.0,0.7652849793434143,0.03223279450767484,0.7690312385559082,0.035120880979427734
3,4.0,0.8049180388450623,0.02417685828071502,0.8121883034706116,0.02800837082799772
4,5.0,0.8323699474334717,0.045284500485666915,0.8391633629798889,0.03720926333294632
5,6.0,0.8484662532806396,0.027658443228946266,0.8557170867919922,0.018283616008071615
6,7.0,0.8692810416221619,0.038598084344591485,0.8790595769882202,0.03119509426657596
